"Code","Symbol","Industry","Board"
"SOSI1.FI","Sotkamo Silver AB","Unknown","HEL"
"SOSI1N0114.FI","Sotkamo Silver AB New shares 2014","Unknown","HEL"
"SRV1V.FI","SRV Yhtiot Oyj","Unknown","HEL"
"SSABAH.FI","SSAB AB ser. A","Unknown","HEL"
"SSABBH.FI","SSAB AB ser. B","Unknown","HEL"
"SSH1V.FI","SSH Communications Security Oyj","Unknown","HEL"
"STABAETF-NIF.FI","Nordea Stable Equities UCITS ETF","Unknown","HEL"
"STCAS.FI","Stockmann Oyj","Unknown","HEL"
"STCBV.FI","Stockmann Oyj","Unknown","HEL"
"STEAV.FI","Stora Enso OYJ","Unknown","HEL"
"STERV.FI","Stora Enso OYJ","Unknown","HEL"
"STQ1V.FI","Solteq Oyj","Unknown","HEL"
"SUY1V.FI","Suominen Oyj","Unknown","HEL"
"TAALA.FI","Taaleri Oyj","Unknown","HEL"
"TAM1V.FI","Takoma Oyj","Unknown","HEL"
"TELIA1.FI","Telia Company AB","Unknown","HEL"
"TEM1V.FI","Tecnotree Oyj","Unknown","HEL"
"TEM1VN0112.FI","Tecnotree Oyj new shares 2012","Unknown","HEL"
"TIE1V.FI","Tieto Oyj","Unknown","HEL"
"TII1V.FI","Svago Oyj Abp","Unknown","HEL"
"TIK1V.FI","Tikkurila Oyj","Unknown","HEL"
"TLT1V.FI","Teleste Oyj","Unknown","HEL"
"TLV1V.FI","Talvivaaran Kaivososakeyhtio Oyj","Unknown","HEL"
"TLV1VN0113.FI","Talvivaara Mining New Shares 2013","Unknown","HEL"
"TOKMAN.FI","Tokmanni Group Oyj","Unknown","HEL"
"TPS1V.FI","Technopolis Oyj","Unknown","HEL"
"TPS1VN0112.FI","Technopolis Oyj Uudet 2012","Unknown","HEL"
"TPS1VN0113.FI","Technopolis Oyj New Shares 2013","Unknown","HEL"
"TRH1V.FI","Trainers' House Oyj","Unknown","HEL"
"TTM1V.FI","Talentum Oyj","Unknown","HEL"
"TULAV.FI","Tulikivi Oyj","Unknown","HEL"
"TUT1V.FI","Turvatiimi Oyj","Unknown","HEL"
"TUT1VN0112.FI","Turvatiimi Corp new share 1","Unknown","HEL"
"UNR1V.FI","Uponor Oyj","Unknown","HEL"
"UPM1V.FI","UPM-Kymmene Corporation","Unknown","HEL"
"UUTEC.FI","Plc Uutechnic Group Oyj","Unknown","HEL"
"UUTECN0215.FI","Plc Uutechnic Group Oyj New Shares 2015","Unknown","HEL"
"VAC1V.FI","Vacon Oyj","Unknown","HEL"
"VAIAS.FI","Vaisala Oyj","Unknown","HEL"
"VALMT.FI","Valmet Corp","Unknown","HEL"
"VALOE.FI","Valoe Oyj","Unknown","HEL"
"VIK1V.FI","Viking Line Abp","Unknown","HEL"
"WRT1V.FI","Wartsila Oyj Abp","Unknown","HEL"
"WUF1V.FI","Wulff-Yhtiot Oyj","Unknown","HEL"
"XNS1V.FI","Ixonos Oyj","Unknown","HEL"
"XNS1VN0113.FI","Ixonos Oyj New Shares 2013","Unknown","HEL"
"XNS1VN0213.FI","Ixonos Oyj New Shares 2013/2","Unknown","HEL"
"XNS1VN0215.FI","Ixonos Oyj New Shares 2015","Unknown","HEL"
"YLEPS.FI","Yleiselektroniikka Oyj","Unknown","HEL"
"YTY1V.FI","YIT Oyj","Unknown","HEL"
"ZEE1V.FI","Zeeland Oyj","Unknown","HEL"
