"Code","Symbol","Industry","Board"
"AHAP.JK","Asuransi Harta Am","Unknown","Jakarta"
"BATA.JK","Sepatu Bata Tbk","Unknown","Jakarta"
"INCF.JK","Indo Citra Financ","Unknown","Jakarta"
"SMMA-W2.JK","SMMA-W2.JK","Unknown","Unknown"
"KICI.JK","Kedaung Indah Can","Unknown","Jakarta"
"PRAS.JK","Prima Alloy Steel","Unknown","Jakarta"
"AMAG.JK","Asuransi Multi Ar","Unknown","Jakarta"
"TFCO.JK","Teijin Indonesia","Unknown","Jakarta"
"BTEL-W.JK","BTEL-W.JK","Unknown","Unknown"
"BBCA.JK","Bank Central Asia","Unknown","Jakarta"
"BNGA.JK","Bank CIMB Niaga T","Unknown","Jakarta"
"CKRA-W.JK","Waran Seri I Citr","Unknown","Jakarta"
"BCIC-W4.JK","BCIC-W4.JK","Unknown","Unknown"
"PNLF-W.JK","Waran Seri IV Pan","Unknown","Jakarta"
"TIRA.JK","Tira Austenite Tb","Unknown","Jakarta"
"BNGA-W.JK","BNGA-W.JK","Unknown","Unknown"
"CMPP.JK","Centris Multi Per","Unknown","Jakarta"
"TOTO.JK","Surya Toto Indone","Unknown","Jakarta"
"CFIN.JK","Clipan Finance In","Unknown","Jakarta"
"BATI.JK","BAT Indonesia Tbk","Unknown","Jakarta"
"WEHA-W.JK","Waran Seri I Pano","Unknown","Jakarta"
"KOIN-W.JK","Waran Seri I Koko","Unknown","Jakarta"
"IMAS.JK","Indomobil Sukses","Unknown","Jakarta"
"CPRO.JK","Central Proteinap","Unknown","Jakarta"
"EXCL.JK","Excelcomindo Prat","Unknown","Jakarta"
"BKSL.JK","Sentul City Tbk","Unknown","Jakarta"
"MTFN.JK","Capitalinc Invest","Unknown","Jakarta"
"GMCW.JK","Grahamas Citrawis","Unknown","Jakarta"
"KONI.JK","Perdana Bangun Pu","Unknown","Jakarta"
"SOBI.JK","Sorini Agro Asia","Unknown","Jakarta"
"SIPD.JK","Sierad Produce Tb","Unknown","Jakarta"
"EPMT.JK","Enseval Putra Meg","Unknown","Jakarta"
"TIRT.JK","Tirta Mahakam Res","Unknown","Jakarta"
"FAST.JK","Fast Food Indones","Unknown","Jakarta"
"AKPI.JK","Argha Karya Prima","Unknown","Jakarta"
"RODA-W.JK","Waran Seri II Roy","Unknown","Jakarta"
"MIRA-W.JK","Waran Seri I Mitr","Unknown","Jakarta"
"ETWA.JK","Eterindo Wahanata","Unknown","Jakarta"
"ZBRA.JK","Zebra Nusantara T","Unknown","Jakarta"
"AALI.JK","Astra Agro Lestar","Unknown","Jakarta"
"ADES.JK","Ades Waters Indon","Unknown","Jakarta"
"TRUB.JK","Truba Alam Manung","Unknown","Jakarta"
"MAMIP.JK","Mas Murni Tbk (Sa","Unknown","Jakarta"
"BDMN.JK","Bank Danamon Tbk","Unknown","Jakarta"
"CPRO-W.JK","Waran Seri I Cent","Unknown","Jakarta"
"JECC.JK","Jembo Cable Compa","Unknown","Jakarta"
