"Code","Symbol","Name","英文名称","注册地址","A股代码","A股简称","A股上市日期","A股总股本","A股流通股本","B股代码","B股 简 称","B股上市日期","B股总股本","B股流通股本","地 区","省 份","城 市","所属行业","公司网址"
002221.SZ,"东华能源","东华能源股份有限公司","ORIENTAL ENERGY CO., LTD.","江苏省张家港保税区出口加工区东华路668号",2221,"东华能源",03/06/08,222000000,104090000,,,,0,0,"华东","江苏","苏州市","H 批发零售","www.chinadhe.com"
002222.SZ,"福晶科技","福建福晶科技股份有限公司","CASTECH Inc.","福建省福州市鼓楼区杨桥西路155 号",2222,"福晶科技",03/19/08,190000000,106835467,,,,0,0,"华东","福建","福州市","C5 电子","www.castech.com"
002223.SZ,"鱼跃医疗","江苏鱼跃医疗设备股份有限公司","JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY CO., LTD.","江苏省丹阳市云阳工业园(振新路南)",2223,"鱼跃医疗",04/18/08,255580000,62400000,,,,0,0,"华东","江苏","镇江市","C7 机械设备","www.yuyue.com.cn"
002224.SZ,"三力士","浙江三力士橡胶股份有限公司","Zhejiang Sanlux Rubber Co.，Ltd.","浙江省绍兴县柯岩街道联谊村",2224,"三 力 士",04/25/08,133200000,34200000,,,,0,0,"华东","浙江","绍兴市","C4 石化塑胶","www.v-belt.com"
002225.SZ,"濮耐股份","濮阳濮耐高温材料（集团）股份有限公司","Puyang Refractories Group Co., Ltd","河南省濮阳县西环路中段",2225,"濮耐股份",04/25/08,522009304,77999900,,,,0,0,"华中","河南","濮阳市","C6 金属非金属","www.punai.com"
002226.SZ,"江南化工","安徽江南化工股份有限公司","ANHUI JIANGNAN CHEMICAL INDUSTRY CO.,LTD.","安徽省宁国市港口镇分界山",2226,"江南化工",05/06/08,139959664,86481236,,,,0,0,"华东","安徽","宣城市","C4 石化塑胶","www.ahjnhg.com"
002227.SZ,"奥特迅","深圳奥特迅电力设备股份有限公司","SHENZHEN AUTO ELECTRIC POWER PLANT CO., LTD.","深圳市南山区高新南一道29号厂房南座二层D区",2227,"奥 特 迅",05/06/08,108576950,27500000,,,,0,0,"华南","广东","深圳市","C7 机械设备","www.atc-a.com"
002228.SZ,"合兴包装","厦门合兴包装印刷股份有限公司","Xiamen Hexing Packaging Printing Co.,Ltd","厦门市同安区同集北路556号",2228,"合兴包装",05/08/08,217190000,47500000,,,,0,0,"华东","福建","厦门市","C3 造纸印刷","www.hxpp.com.cn"
002229.SZ,"鸿博股份","福建鸿博印刷股份有限公司","FUJIAN HONGBO PRINTING CO.,LTD.","福州市金山开发区金达路136 号",2229,"鸿博股份",05/08/08,136000000,39572350,,,,0,0,"华东","福建","福州市","C3 造纸印刷","www.hb-print.com.cn"
002230.SZ,"科大讯飞","安徽科大讯飞信息科技股份有限公司","ANHUI USTC iFLYTEK CO.,LTD","安徽省合肥市高新开发区黄山路616号",2230,"科大讯飞",05/12/08,160749000,83639963,,,,0,0,"华东","安徽","合肥市","G 信息技术","www.iflytek.com"
002231.SZ,"奥维通信","奥维通信股份有限公司","ALLWIN TELECOMMUNICATION CO., Ltd.","沈阳市浑南新区高歌路6号",2231,"奥维通信",05/12/08,160500000,40500000,,,,0,0,"东北","辽宁","沈阳市","G 信息技术","www.syallwin.com"
002232.SZ,"启明信息","启明信息技术股份有限公司","QiMing Information Technology Co.,Ltd","长春净月经济开发区福祉大路1016号",2232,"启明信息",05/09/08,291820325,124363076,,,,0,0,"东北","吉林","长春市","G 信息技术","www.qm.cn"
002233.SZ,"塔牌集团","广东塔牌集团股份有限公司","Guangdong Tapai Group Co., Ltd","广东省梅州市蕉岭县蕉城镇（塔牌大厦）",2233,"塔牌集团",05/16/08,400000000,120250000,,,,0,0,"华南","广东","梅州市","C6 金属非金属","www.tapai.com"
002234.SZ,"民和股份","山东民和牧业股份有限公司","SHANDONG MINHE ANIMAL HUSBANDRY CO,.LTD","山东省烟台蓬莱市西郊",2234,"民和股份",05/16/08,107500000,49736628,,,,0,0,"华东","山东","烟台市","A 农林牧渔","www.minhe.cn"
002235.SZ,"安妮股份","厦门安妮股份有限公司","Xiamen Anne Corporation Limited","厦门市集美区杏林锦园南路99号",2235,"安妮股份",05/16/08,195000000,57104125,,,,0,0,"华东","福建","厦门市","C3 造纸印刷","www.anne.com.cn"
002236.SZ,"大华股份","浙江大华技术股份有限公司","Zhejiang Dahua Technology Co.,Ltd.","杭州市滨江区滨安路1187号",2236,"大华股份",05/20/08,139540200,48617570,,,,0,0,"华东","浙江","杭州市","C5 电子","www.dahuatech.com"
002237.SZ,"恒邦股份","山东恒邦冶炼股份有限公司","Shandong Humon Smelting Co., Ltd.","山东省烟台市牟平区水道镇",2237,"恒邦股份",05/20/08,191600000,67274550,,,,0,0,"华东","山东","烟台市","C6 金属非金属","www.hbyl.cn"
002238.SZ,"天威视讯","深圳市天威视讯股份有限公司","SHENZHEN TOPWAY VIDEO COMMUNICATION CO., LTD.","广东省深圳市福田区彩田路6001号",2238,"天威视讯",05/26/08,267000000,102994938,,,,0,0,"华南","广东","深圳市","L 传播文化","www.topway.com.cn"
002239.SZ,"金飞达","江苏金飞达服装股份有限公司","Jiangsu Kingfield Garments Co.,Ltd.","江苏省通州经济开发区世纪大道288号",2239,"金 飞 达",05/22/08,201000000,55500000,,,,0,0,"华东","江苏","南通市","C1 纺织服装","www.kfield.com.cn"
002240.SZ,"威华股份","广东威华股份有限公司","GUANGDONG WEIHUA CORPORATION","广东省梅州市梅县西阳镇龙坑村",2240,"威华股份",05/23/08,306690000,124319694,,,,0,0,"华南","广东","梅州市","C2 木材家具","www.weihuaonline.com"
002241.SZ,"歌尔声学","歌尔声学股份有限公司","GoerTek Inc.","山东省潍坊高新技术产业开发区东方路268 号",2241,"歌尔声学",05/22/08,360000000,90000000,,,,0,0,"华东","山东","潍坊市","C5 电子","www.goertek.com"
002242.SZ,"九阳股份","九阳股份有限公司","Joyoung Company Limited","山东省济南市槐荫区美里路999号",2242,"九阳股份",05/28/08,760950000,190950000,,,,0,0,"华东","山东","济南市","C7 机械设备","www.joyoung.com.cn"
002243.SZ,"通产丽星","深圳市通产丽星股份有限公司","Shenzhen Beautystar Co., Ltd","广东省深圳市福田区梅龙路华大纸品厂工业厂房1栋第四层北面",2243,"通产丽星",05/28/08,258068956,105089415,,,,0,0,"华南","广东","深圳市","C4 石化塑胶","www.beautystar.cn"
002244.SZ,"滨江集团","杭州滨江房产集团股份有限公司","Hangzhou Binjiang Real Estate Group Co.,Ltd.","浙江省杭州市庆春东路38号",2244,"滨江集团",05/29/08,1352000000,293415200,,,,0,0,"华东","浙江","杭州市","J 房地产业","www.binjiang.com.cn"
002245.SZ,"澳洋顺昌","江苏澳洋顺昌金属材料股份有限公司","JIANGSU AUCKSUN METAL CO., LTD","江苏张家港欧洲工业园",2245,"澳洋顺昌",06/05/08,182400000,65878125,,,,0,0,"华东","江苏","苏州市","K 社会服务","www.aucksun.com"
002246.SZ,"北化股份","四川北方硝化棉股份有限公司","SICHUAN NITROCELL CO.，LTD","四川省泸州市高坝",2246,"北化股份",06/05/08,197891024,52262787,,,,0,0,"西南","四川","泸州市","C4 石化塑胶","www.sn-nc.com"
002247.SZ,"帝龙新材","浙江帝龙新材料股份有限公司","Zhejiang Dilong New Material Co.,Ltd.","浙江省临安市玲珑工业区环南路1958号",2247,"帝龙新材",06/12/08,100200000,36450000,,,,0,0,"华东","浙江","杭州市","C9 其他制造业","www.dilong.cc"
002248.SZ,"华东数控","威海华东数控股份有限公司","WEIHAI HUADONG AUTOMATION CO.,LTD","威海经济技术开发区环山路698号",2248,"华东数控",06/12/08,128747800,38695850,,,,0,0,"华东","山东","威海市","C7 机械设备","www.huadongcnc.com"
002249.SZ,"大洋电机","中山大洋电机股份有限公司","ZHONGSHAN BROAD-OCEAN MOTOR CO.,LTD","广东省中山市西区沙朗第三工业区",2249,"大洋电机",06/19/08,428400000,108800000,,,,0,0,"华南","广东","中山市","C7 机械设备","www.broad-ocean.com.cn"
002250.SZ,"联化科技","联化科技股份有限公司","LIANHE CHEMICAL TECHNOLOGY CO.,LTD.","浙江省台州市黄岩区王西路41号",2250,"联化科技",06/19/08,245366000,96164989,,,,0,0,"华东","浙江","台州市","C4 石化塑胶","www.hlchem.com"
002251.SZ,"步步高","步步高商业连锁股份有限公司","Better Life Commercial Chain Share Co.,Ltd","湘潭市韶山西路309号步步高大厦",2251,"步 步 高",06/19/08,270360000,82514284,,,,0,0,"华中","湖南","湘潭市","H 批发零售","www.bbg.com.cn"
002252.SZ,"上海莱士","上海莱士血液制品股份有限公司","Shanghai RAAS Blood Products Co.,Ltd.","上海市闵行经济技术开发区北斗路55号",2252,"上海莱士",06/23/08,160000000,40000000,,,,0,0,"华东","上海","上海市","C8 医药生物","www.raas-corp.com"
002253.SZ,"川大智胜","四川川大智胜软件股份有限公司","Wisesoft Co.,Ltd.","成都市武科东一路七号",2253,"川大智胜",06/23/08,74880000,33752160,,,,0,0,"西南","四川","成都市","G 信息技术","www.wisesoft.com.cn"
002254.SZ,"烟台氨纶","烟台氨纶股份有限公司","Yantai Spandex Co., Ltd","山东省烟台经济技术开发区黑龙江路10 号",2254,"烟台氨纶",06/25/08,261040000,159123744,,,,0,0,"华东","山东","烟台市","C4 石化塑胶","www.ytspandex.com"
002255.SZ,"海陆重工","苏州海陆重工股份有限公司","Suzhou Hailu Heavy Industry Co., Ltd","江苏省张家港市杨舍镇人民西路1号（省经济开发区）",2255,"海陆重工",06/25/08,129100000,30190000,,,,0,0,"华东","江苏","苏州市","C7 机械设备","www.hailu-boiler.cn"
002256.SZ,"彩虹精化","深圳市彩虹精细化工股份有限公司","SHENZHEN RAINBOW FINE CHEMICAL INDUSTRY CO., LTD.","深圳市宝安区石岩镇上屋彩虹工业城",2256,"彩虹精化",06/25/08,208800000,127056000,,,,0,0,"华南","广东","深圳市","C4 石化塑胶","www.7cf.com"
002258.SZ,"利尔化学","利尔化学股份有限公司","Lier Chemical Co.,LTD","四川省绵阳经济技术开发区",2258,"利尔化学",07/08/08,202444033,63592508,,,,0,0,"西南","四川","绵阳市","C4 石化塑胶","www.lierchem.com"
002259.SZ,"升达林业","四川升达林业产业股份有限公司","SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD","四川省成都市锦江区东华正街42号",2259,"升达林业",07/16/08,301000000,119626138,,,,0,0,"西南","四川","成都市","C2 木材家具","www.shengdawood.com"
002260.SZ,"伊立浦","广东伊立浦电器股份有限公司","Guangdong Elecpro Electric Appliance Holding Co., Ltd.","佛山市南海区松岗松夏工业园工业大道西",2260,"伊 立 浦",07/16/08,156000000,39000000,,,,0,0,"华南","广东","佛山市","C7 机械设备","www.elecpro.com"
002261.SZ,"拓维信息","拓维信息系统股份有限公司","TALKWEB INFORMATION SYSTEM CO.,LTD.","长沙市岳麓区桐梓坡西路298号",2261,"拓维信息",07/23/08,145355816,70539886,,,,0,0,"华中","湖南","长沙市","G 信息技术","www.talkweb.com.cn"
002262.SZ,"恩华药业","江苏恩华药业股份有限公司","Jiangsu Nhwa Pharmaceutical Co.，LTD","徐州市中山北路289号",2262,"恩华药业",07/23/08,234000000,86761267,,,,0,0,"华东","江苏","徐州市","H 批发零售","www.nhwa-group.com"
002263.SZ,"大东南","浙江大东南包装股份有限公司","Zhejiang Great Southeast Packaging Co.Limited","浙江省诸暨市城西工业区",2263,"大 东 南",07/28/08,465714034,119186163,,,,0,0,"华东","浙江","绍兴市","C4 石化塑胶","www.chinaddn.com"
002264.SZ,"新华都","福建新华都购物广场股份有限公司","FUJIAN NEW HUA DU SUPERCENTER CO.,LTD.","福建省厦门市思明区吕岭路2 号14C室",2264,"新 华 都",07/31/08,160320000,56493750,,,,0,0,"华东","福建","厦门市","H 批发零售","www.nhd-mart.com"
002265.SZ,"西仪股份","云南西仪工业股份有限公司","YUNNAN XIYI INDUSTRY CO., LTD.","云南省昆明市西山区海口镇山冲",2265,"西仪股份",08/06/08,291026000,84428704,,,,0,0,"西南","云南","昆明市","C7 机械设备","www.ynxygy.com"
002266.SZ,"浙富股份","浙江富春江水电设备股份有限公司","Zhejiang Fuchunjiang Hydropower Equipment CO.,LTD","浙江省桐庐县富春江镇红旗畈工业功能区",2266,"浙富股份",08/06/08,143190000,66909368,,,,0,0,"华东","浙江","杭州市","C7 机械设备","www.zhefu.cn"
002267.SZ,"陕天然气","陕西省天然气股份有限公司","ShaanXi Provincial Natural Gas Co.,Ltd.","西安经济技术开发区A1 区",2267,"陕天然气",08/13/08,508418675,99999750,,,,0,0,"西北","陕西","西安市","D 水电煤气","www.shaanxigas.com"
002268.SZ,"卫士通","成都卫士通信息产业股份有限公司","CHENGDU WESTONE INFORMATION INDUSTRY CO., LTD.","四川省成都市高新技术产业开发区高新大道创业路六号",2268,"卫 士 通",08/11/08,132855435,77381889,,,,0,0,"西南","四川","成都市","G 信息技术","www.westone.com.cn"
002269.SZ,"美邦服饰","上海美特斯邦威服饰股份有限公司","Shanghai Metersbonwe Fashion & Accessories Co., Ltd","上海市南汇区康桥镇康桥东路800号",2269,"美邦服饰",08/28/08,1005000000,105000000,,,,0,0,"华东","上海","上海市","H 批发零售","www.metersbonwe.com"
002270.SZ,"法因数控","山东法因数控机械股份有限公司","SHANDONG FIN CNC MACHINE CO.,LTD.","山东省济南市天辰大街389号",2270,"法因数控",09/05/08,145500000,36500000,,,,0,0,"华东","山东","济南市","C7 机械设备","www.fincm.com"
002271.SZ,"东方雨虹","北京东方雨虹防水技术股份有限公司","Beijing Oriental Yuhong Waterproof Technology Co.,Ltd.","北京市顺义区杨镇曾庄顺平南路",2271,"东方雨虹",09/10/08,158280000,57509052,,,,0,0,"华北","北京","北京市","C6 金属非金属","www.yuhong.com.cn"
002272.SZ,"川润股份","四川川润股份有限公司","SICHUAN CRUN CO., LTD","四川省自贡市盐都大道（川润大楼）",2272,"川润股份",09/19/08,113700000,26817000,,,,0,0,"西南","四川","自贡市","C7 机械设备","www.chuanrun.com"
002273.SZ,"水晶光电","浙江水晶光电科技股份有限公司","Zhejiang Quartz Crystal Optoelectronic Technology Co.,Ltd.","浙江省台州市椒江区星星电子产业区A5号（洪家后高桥村）",2273,"水晶光电",09/19/08,112723000,66152613,,,,0,0,"华东","浙江","台州市","C5 电子","www.crystal-optech.com"
002274.SZ,"华昌化工","江苏华昌化工股份有限公司","JIANSU HUACHANG CHEMICAL CO.，LTD","江苏省张家港市金港镇保税区扬子江国际化学工业园南海路1号",2274,"华昌化工",09/25/08,261473176,102849301,,,,0,0,"华东","江苏","苏州市","C4 石化塑胶","www.huachangchem.cn"
002275.SZ,"桂林三金","桂林三金药业股份有限公司","Guilin Sanjin Pharmaceutical Co.,Ltd","广西壮族自治区桂林市金星路1号",2275,"桂林三金",07/10/09,454000000,102605367,,,,0,0,"华南","广西","桂林市","C8 医药生物","www.sanjin.com.cn"
002276.SZ,"万马电缆","浙江万马电缆股份有限公司","Zhejiang Wanma Cable Co., Ltd","浙江省临安经济开发区南环路88号",2276,"万马电缆",07/10/09,400000000,137972800,,,,0,0,"华东","浙江","杭州市","C7 机械设备","www.wanma-cable.cn"
002277.SZ,"阿波罗","湖南友谊阿波罗商业股份有限公司","Hunan Friendship&Apollo Commercial Co.,Ltd","湖南省长沙市芙蓉区八一路1号",2277,"友阿股份",07/17/09,349200000,206136000,,,,0,0,"华中","湖南","长沙市","H 批发零售","www.your-mart.cn"
002278.SZ,"神开股份","上海神开石油化工装备股份有限公司","Shanghai SK Petroleum & Chemical Equipment Corporation Ltd","上海市闵行区浦星公路1769号",2278,"神开股份",08/11/09,217936070,55200000,,,,0,0,"华东","上海","上海市","C7 机械设备","www.shenkai.com"
002279.SZ,"久其软件","北京久其软件股份有限公司","Beijing Join-Cheer Software Co.,Ltd.","北京市海淀区大慧寺路5号3号楼3层",2279,"久其软件",08/11/09,109872066,27540000,,,,0,0,"华北","北京","北京市","G 信息技术","www.jiuqi.com.cn"
002280.SZ,"新世纪","杭州新世纪信息技术股份有限公司","HANGZHOU NEW CENTURY INFORMATION TECHNOLOGY CO.,LTD","浙江省杭州市滨江区南环路3766号",2280,"新世纪",08/21/09,107000000,27000000,,,,0,0,"华东","浙江","杭州市","G 信息技术","www.nci.com.cn"
002281.SZ,"光迅科技","武汉光迅科技股份有限公司","ACCELINK TECHNOLOGIES CO.,LTD.","湖北省武汉市洪山区邮科院路88号",2281,"光迅科技",08/21/09,160000000,40000000,,,,0,0,"华中","湖北","武汉市","G 信息技术","www.accelink.com"
002282.SZ,"博深工具","博深工具股份有限公司","BOSUN TOOLS Co.,Ltd.","河北省石家庄高新技术产业开发区海河道10号",2282,"博深工具",08/21/09,173400000,43400000,,,,0,0,"华北","河北","石家庄市","C9 其他制造业","www.bosuntools.com"
002283.SZ,"天润曲轴","天润曲轴股份有限公司","Tianrun Crankshaft Co.,Ltd.","山东省文登市天润路2-13号",2283,"天润曲轴",08/21/09,240000000,60000000,,,,0,0,"华东","山东","威海市","C7 机械设备","www.tianrun.com"
002284.SZ,"亚太股份","浙江亚太机电股份有限公司","ZHEJIANG ASIA-PACIFIC MECHANICAL & ELECTRONIC CO.,LTD","浙江省杭州市萧山区蜀山街道亚太路1399 号",2284,"亚太股份",08/28/09,191360000,48000000,,,,0,0,"华东","浙江","杭州市","C7 机械设备","www.apg.cn"
002285.SZ,"世联地产","深圳世联地产顾问股份有限公司","Shenzhen World Union Properties Consultancy Co.,Ltd","广东省深圳市罗湖区深南东路5047号深圳发展银行大厦13楼",2285,"世联地产",08/28/09,217600000,54400000,,,,0,0,"华南","广东","深圳市","J 房地产业","www.worldunion.com.cn"
002286.SZ,"保龄宝","保龄宝生物股份有限公司","BAOLINGBAO BIOLOGY CO.,LTD.","山东禹城高新开发区东外环路1号",2286,"保龄宝",08/28/09,104000000,26000000,,,,0,0,"华东","山东","德州市","C0 食品饮料","www.blb-cn.com"
002287.SZ,"奇正藏药","西藏奇正藏药股份有限公司","Tibet Cheezheng Tibetan Medicine Co.,Ltd","西藏自治区林芝地区八一镇泉州路1号",2287,"奇正藏药",08/28/09,406000000,41000000,,,,0,0,"西南","西藏","林芝地区","C8 医药生物","www.cheezheng.com.cn"
002288.SZ,"超华科技","广东超华科技股份有限公司","GUANGDONG CHAOHUA TECHNOLOGY CO.,LTD.","广东省梅县雁洋镇松坪村",2288,"超华科技",09/03/09,137488000,35200000,,,,0,0,"华南","广东","梅州市","C5 电子","www.chaohuatech.com"
002289.SZ,"宇顺电子","深圳市宇顺电子股份有限公司","SUCCESS ELECTRONICS LTD","广东省深圳市南山区高新区中区麻雀岭工业区M-6栋三层二区",2289,"宇顺电子",09/03/09,73500000,18500000,,,,0,0,"华南","广东","深圳市","C5 电子","www.szsuccess.com.cn"
002290.SZ,"禾盛新材","苏州禾盛新型材料股份有限公司","SUZHOU HESHENG SPECIAL MATERIAL CO.,LTD","苏州工业园区后戴街108 号",2290,"禾盛新材",09/03/09,150480000,37800000,,,,0,0,"华东","江苏","苏州市","C9 其他制造业","www.szhssm.com.cn"
002291.SZ,"星期六","佛山星期六鞋业股份有限公司","FOSHAN SATURDAY SHOES CO.,LTD","广东省佛山市南海区桂城科技园(简平路)B-3号",2291,"星期六",09/03/09,279500000,71500000,,,,0,0,"华南","广东","佛山市","C1 纺织服装","www.st-sat.com"
002292.SZ,"奥飞动漫","广东奥飞动漫文化股份有限公司","Guangdong Alpha Animation and Culture Co.,Ltd.","广东省汕头市澄海区文冠路中段奥迪工业园",2292,"奥飞动漫",09/10/09,256000000,64000000,,,,0,0,"华南","广东","汕头市","C3 造纸印刷","www.gdalpha.com"
002293.SZ,"罗莱家纺","罗莱家纺股份有限公司","LUOLAI HOME TEXTILE CO.,LTD","江苏省南通经济技术开发区星湖大道1699号",2293,"罗莱家纺",09/10/09,140363100,35100000,,,,0,0,"华东","江苏","南通市","C1 纺织服装","www.luolai.com.cn"
002294.SZ,"信立泰","深圳信立泰药业股份有限公司","Shenzhen Salubris Pharmaceuticals Co.,Ltd","广东省深圳市福田区深南大道6007号创展中心1901、1902、1903、1923室",2294,"信立泰",09/10/09,227000000,56998000,,,,0,0,"华南","广东","深圳市","C8 医药生物","www.salubris.cn"
002295.SZ,"精艺股份","广东精艺金属股份有限公司","Guangdong Jingyi Metal Co.,Ltd.","广东省佛山市顺德区北滘镇西海工业区",2295,"精艺股份",09/29/09,141200000,36000000,,,,0,0,"华南","广东","佛山市","C6 金属非金属","www.jingyimetal.com"
002296.SZ,"辉煌科技","河南辉煌科技股份有限公司","HeNan Splendor Science&Technology Co.,Ltd.","河南省郑州市高新技术产业开发区重阳街74号",2296,"辉煌科技",09/29/09,104550000,26350000,,,,0,0,"华中","河南","郑州市","G 信息技术","www.hhkj.cn"
002297.SZ,"博云新材","湖南博云新材料股份有限公司","HUNAN BOYUN NEW MATERIALS Co.,Ltd.","湖南省长沙市岳麓区高新技术产业开发区麓松路500号",2297,"博云新材",09/29/09,214000000,54000000,,,,0,0,"华中","湖南","长沙市","C7 机械设备","www.hnboyun.com.cn"
002298.SZ,"鑫龙电器","安徽鑫龙电器股份有限公司","ANHUI XINLONG ELECTRICAL CO.,LTD.","安徽省芜湖市经济技术开发区电器部件园(九华北路118号)",2298,"鑫龙电器",09/29/09,165000000,42000000,,,,0,0,"华东","安徽","芜湖市","C7 机械设备","www.ah-xinlong.com"
002299.SZ,"圣农发展","福建圣农发展股份有限公司","Fujian Sunner Development Co., Ltd.","福建省光泽县十里铺圣农总部办公大楼",2299,"圣农发展",10/21/09,410000000,41000000,,,,0,0,"华东","福建","南平市","A 农林牧渔","www.sunnercn.com"
002300.SZ,"太阳电缆","福建南平太阳电缆股份有限公司","Fujian Nanping Sun Cable CO.,LTD.","福建省南平市工业路102号",2300,"太阳电缆",10/21/09,201000000,51000001,,,,0,0,"华东","福建","南平市","C7 机械设备","www.npcable.com"
002301.SZ,"齐心文具","深圳市齐心文具股份有限公司","SHENZHEN COMIX STATIONERY CO.,LTD.","深圳市福田区福虹路世贸广场A幢17楼05-06号",2301,"齐心文具",10/21/09,186799999,46800000,,,,0,0,"华南","广东","深圳市","C3 造纸印刷","www.comix.com.cn"
002302.SZ,"西部建设","新疆西部建设股份有限公司","XINJIANG WEST-CONSTRUCTION CO.,LTD","新疆维吾尔自治区乌鲁木齐市经济技术开发区泰山路268号",2302,"西部建设",11/03/09,210000000,52500000,,,,0,0,"西北","新疆","乌鲁木齐市","C6 金属非金属","www.west-construction.com"
002303.SZ,"美盈森","深圳市美盈森环保科技股份有限公司","Shenzhen MYS Environmental Protection & Technology Company Ltd.","深圳市宝安区光明新陂头村美盈森厂区A 栋",2303,"美盈森",11/03/09,178800000,45000000,,,,0,0,"华南","广东","深圳市","C3 造纸印刷","www.szmys.com"
002304.SZ,"洋河股份","江苏洋河酒厂股份有限公司","Jiangsu Yanghe Brewery Joint-Stock Co.,Ltd.","江苏省宿迁市洋河镇中大街118号",2304,"洋河股份",11/06/09,450000000,44999300,,,,0,0,"华东","江苏","宿迁市","C0 食品饮料","www.chinayanghe.com"
002305.SZ,"南国置业","武汉南国置业股份有限公司","WUHAN LANGOLD REAL ESTATE CO.,LTD.","湖北省武汉市武昌区南湖中央花园会所",2305,"南国置业",11/06/09,480000000,48000000,,,,0,0,"华中","湖北","武汉市","J 房地产业","www.langold.com.cn"
002306.SZ,"湘鄂情","北京湘鄂情股份有限公司","Beijing Xiangeqing Co.,ltd.","北京市海淀区定慧寺甲2号一层、二层",2306,"湘鄂情",11/11/09,200000000,50000000,,,,0,0,"华北","北京","北京市","K 社会服务","www.xeq.com.cn"
002307.SZ,"北新路桥","新疆北新路桥建设股份有限公司","XINJIANG BEIXIN ROAD&BRIDGE CONSTRUCTION CO.,LTD","新疆维吾尔自治区乌鲁木齐市河滩北路822号",2307,"北新路桥",11/11/09,189450000,47500000,,,,0,0,"西北","新疆","乌鲁木齐市","E 建筑业","www.xjbxlq.com"
002308.SZ,"威创股份","广东威创视讯科技股份有限公司","VTRON TECHNOLOGIES LTD.","广州高新技术产业开发区彩频路6号",2308,"威创股份",11/27/09,427600000,106900000,,,,0,0,"华南","广东","广州市","G 信息技术","www.vtron.com"
002309.SZ,"中利科技","中利科技集团股份有限公司","Zhongli Science And Technology Group Co.,Ltd","江苏省常熟东南经济开发区",2309,"中利科技",11/27/09,240300000,60300000,,,,0,0,"华东","江苏","苏州市","C7 机械设备","www.zhongli.com"
002310.SZ,"东方园林","北京东方园林股份有限公司","Beijing Orient Landscape Co.,Ltd.","北京市朝阳区酒仙桥甲12 号（电子城科技大厦）313 室",2310,"东方园林",11/27/09,75121950,21750000,,,,0,0,"华北","北京","北京市","E 建筑业","www.orientscape.com"
002311.SZ,"海大集团","广东海大集团股份有限公司","Guangdong Haid Group Co.,Limited","广州市天河区天河北路890号国际科贸大厦1011房",2311,"海大集团",11/27/09,291200000,72800000,,,,0,0,"华南","广东","广州市","C0 食品饮料","www.haid.com.cn"
002312.SZ,"三泰电子","成都三泰电子实业股份有限公司","Chengdu Santai Electronics Industry Co.,Ltd.","成都市金牛区高新科技产业园区蜀西路42号",2312,"三泰电子",12/03/09,118300000,30000000,,,,0,0,"西南","四川","成都市","C7 机械设备","www.isantai.com"
002313.SZ,"日海通讯","深圳日海通讯技术股份有限公司","Sunsea Telecommunications Co.,Ltd.","深圳市南山区科苑路清华信息港综合楼一层107号",2313,"日海通讯",12/03/09,100000000,25000000,,,,0,0,"华南","广东","深圳市","G 信息技术","www.sunseagroup.com"
002314.SZ,"雅致股份","雅致集成房屋股份有限公司","Yahgee Modular House Co.,Ltd.","深圳市南山区高新技术产业园区高新南十二路九洲电器大厦五楼A区",2314,"雅致股份",12/03/09,290000000,73641000,,,,0,0,"华南","广东","深圳市","C6 金属非金属","www.szyazhi.com"
002315.SZ,"焦点科技","焦点科技股份有限公司","Focus Technology Co.,Ltd.","南京高新开发区星火路软件大厦A座12F",2315,"焦点科技",12/09/09,117500000,29380000,,,,0,0,"华东","江苏","南京市","G 信息技术","www.focuschina.com"
002316.SZ,"键桥通讯","深圳键桥通讯技术股份有限公司","SHENZHEN KEYBRIDGE COMMUNICATIONS CO.,LTD.","深圳市南山区深南路高新技术工业村R3A-6层",2316,"键桥通讯",12/09/09,156000000,39000000,,,,0,0,"华南","广东","深圳市","G 信息技术","www.keybridge.com.cn"
002317.SZ,"众生药业","广东众生药业股份有限公司","Guangdong Zhongsheng Pharmaceutical Co.,Ltd.","广东省东莞市石龙镇西湖工业区信息产业园",2317,"众生药业",12/11/09,120000000,30000000,,,,0,0,"华南","广东","东莞市","C8 医药生物","www. zspcl.com"
002318.SZ,"久立特材","浙江久立特材科技股份有限公司","Zhejiang JIULI Hi-tech Metals Co.,Ltd.","浙江省湖州市双林镇镇西",2318,"久立特材",12/11/09,208000000,52000000,,,,0,0,"华东","浙江","湖州市","C6 金属非金属","www.jiuli.com"
002319.SZ,"乐通股份","珠海市乐通化工股份有限公司","LETONG CHEMICAL CO.,LTD.","珠海市金鼎官塘乐通工业园",2319,"乐通股份",12/11/09,100000000,25000000,,,,0,0,"华南","广东","珠海市","C4 石化塑胶","www.letongink.com"
002320.SZ,"海峡股份","海南海峡航运股份有限公司","HAINAN STRAIT SHIPPING CO.,LTD.","海口市滨海大道东方洋大厦七楼",2320,"海峡股份",12/16/09,204750000,51350000,,,,0,0,"华南","海南","海口市","F 运输仓储","www.hnss.net.cn"
002321.SZ,"华英农业","河南华英农业发展股份有限公司","Henan Huaying Agricultural Development Co., Ltd.","河南省潢川县跃进东路308号",2321,"华英农业",12/16/09,147000000,37000000,,,,0,0,"华中","河南","信阳市","A 农林牧渔","www.hua-ying.com"
